departement,categorie,indicateur,date,annee,nombre,taux,population,unite,rate_unit
30,Agression Verbale,,2023-09-07,2023,,,,,
53,Agression Verbale,,2023-09-07,2023,,,,,
94,Vol,,2023-09-07,2023,,,,,
75,Vol sur un tiers,,2023-09-07,2023,,,,,
68,Divers,,2023-09-07,2023,,,,,
54,Vandalisme,,2023-09-07,2023,,,,,
30,Agression Physique,,2023-09-06,2023,,,,,
30,Agression Physique,,2023-09-06,2023,,,,,
56,Divers,,2023-09-06,2023,,,,,
57,Agression Verbale,,2023-09-06,2023,,,,,
75,Vandalisme,,2023-09-06,2023,,,,,
79,Agression Verbale,,2023-09-06,2023,,,,,
13,Agression Verbale,,2023-09-06,2023,,,,,
16,Vol,,2023-09-05,2023,,,,,
13,Agression Physique,,2023-09-05,2023,,,,,
94,Agression Verbale,,2023-09-05,2023,,,,,
84,Réquisition FO,,2023-09-05,2023,,,,,
44,Vol,,2023-09-05,2023,,,,,
8,Vandalisme,,2023-09-05,2023,,,,,
1,Vol,,2023-09-05,2023,,,,,
93,Vol sur un tiers,,2023-09-04,2023,,,,,
91,Divers,,2023-09-04,2023,,,,,
13,Divers,,2023-09-04,2023,,,,,
68,Tentative de vol,,2023-09-04,2023,,,,,
31,Vandalisme,,2023-09-03,2023,,,,,
88,Tentative de cambriolage,,2023-09-03,2023,,,,,
59,Vol,,2023-09-03,2023,,,,,
90,Vandalisme,,2023-09-03,2023,,,,,
91,Braquage,,2023-09-02,2023,,,,,
35,Agression Verbale,,2023-09-02,2023,,,,,
13,Agression Verbale,,2023-09-02,2023,,,,,
92,Divers,,2023-09-02,2023,,,,,
30,Vol,,2023-09-02,2023,,,,,
68,Divers,,2023-09-02,2023,,,,,
63,Vandalisme,,2023-09-02,2023,,,,,
30,Agression Verbale,,2023-09-01,2023,,,,,
92,Agression Physique,,2023-09-01,2023,,,,,
53,Braquage,,2023-09-01,2023,,,,,
31,Vol,,2023-09-01,2023,,,,,
33,Divers,,2023-09-01,2023,,,,,
75,Vol sur un tiers,,2023-09-01,2023,,,,,
29,Vol,,2023-09-01,2023,,,,,
93,Réquisition FO,,2023-09-01,2023,,,,,
72,Réquisition FO,,2023-09-01,2023,,,,,
25,Vandalisme,,2023-09-01,2023,,,,,
59,Tentative de braquage,,2023-09-01,2023,,,,,
91,Rassemblements véhicules,,2023-09-01,2023,,,,,
44,Vol,,2023-09-01,2023,,,,,
92,Agression Verbale,,2023-09-01,2023,,,,,
92,Agression Verbale,,2023-09-01,2023,,,,,
1,Agression Verbale,,2023-09-01,2023,,,,,
13,Vandalisme,,2023-09-01,2023,,,,,
79,Rassemblements individus,,2023-09-01,2023,,,,,
17,Braquage,,2023-08-31,2023,,,,,
59,Vandalisme,,2023-08-31,2023,,,,,
59,Agression sur un tiers,,2023-08-31,2023,,,,,
93,Tentative de cambriolage,,2023-08-31,2023,,,,,
75,Bagarre,,2023-08-31,2023,,,,,
68,Vol sur un tiers,,2023-08-31,2023,,,,,
75,Rassemblements individus,,2023-08-30,2023,,,,,
27,Vol,,2023-08-30,2023,,,,,
27,Vandalisme,,2023-08-30,2023,,,,,
44,Agression Verbale,,2023-08-30,2023,,,,,
13,Vandalisme,,2023-08-30,2023,,,,,
92,Bagarre,,2023-08-30,2023,,,,,
60,Vandalisme,,2023-08-30,2023,,,,,
34,Bagarre,,2023-08-30,2023,,,,,
44,Braquage,,2023-08-29,2023,,,,,
76,Braquage,,2023-08-29,2023,,,,,
62,Vol,,2023-08-29,2023,,,,,
34,Vandalisme,,2023-08-29,2023,,,,,
68,Prostitution,,2023-08-29,2023,,,,,
95,Agression Verbale,,2023-08-28,2023,,,,,
60,Agression sur un tiers,,2023-08-28,2023,,,,,
62,Clandestin,,2023-08-27,2023,,,,,
91,Vol,,2023-08-27,2023,,,,,
45,Agression Verbale,,2023-08-27,2023,,,,,
44,Vol,,2023-08-27,2023,,,,,
44,Vol,,2023-08-27,2023,,,,,
44,Divers,,2023-08-27,2023,,,,,
38,Vandalisme,,2023-08-26,2023,,,,,
58,Agression Verbale,,2023-08-26,2023,,,,,
89,Vandalisme,,2023-08-26,2023,,,,,
83,Agression Verbale,,2023-08-25,2023,,,,,
51,Agression Verbale,,2023-08-25,2023,,,,,
44,Agression Physique,,2023-08-25,2023,,,,,
62,Vandalisme,,2023-08-25,2023,,,,,
13,Agression Verbale,,2023-08-25,2023,,,,,
13,Vol,,2023-08-25,2023,,,,,
30,Divers,,2023-08-24,2023,,,,,
35,Agression Verbale,,2023-08-24,2023,,,,,
76,Divers,,2023-08-23,2023,,,,,
94,Agression Verbale,,2023-08-23,2023,,,,,
83,Vol sur un tiers,,2023-08-23,2023,,,,,
68,Vandalisme,,2023-08-23,2023,,,,,
91,SDF,,2023-08-23,2023,,,,,
62,Clandestin,,2023-08-22,2023,,,,,
75,Agression Verbale,,2023-08-22,2023,,,,,
75,Rassemblements véhicules,,2023-08-21,2023,,,,,
33,Tentative de cambriolage,,2023-08-21,2023,,,,,
33,Agression Verbale,,2023-08-21,2023,,,,,
51,Agression Physique,,2023-08-21,2023,,,,,
83,Vol sur un tiers,,2023-08-21,2023,,,,,
45,Vandalisme,,2023-08-20,2023,,,,,
91,SDF,,2023-08-20,2023,,,,,
44,Vol,,2023-08-20,2023,,,,,
91,Vol,,2023-08-20,2023,,,,,
68,Tentative de cambriolage,,2023-08-19,2023,,,,,
94,Agression Verbale,,2023-08-19,2023,,,,,
91,SDF,,2023-08-19,2023,,,,,
64,Agression Verbale,,2023-08-19,2023,,,,,
37,Vandalisme,,2023-08-19,2023,,,,,
59,Vol,,2023-08-19,2023,,,,,
76,Agression Physique,,2023-08-18,2023,,,,,
33,Vandalisme,,2023-08-18,2023,,,,,
58,Agression Verbale,,2023-08-18,2023,,,,,
44,Vandalisme,,2023-08-18,2023,,,,,
95,Tentative vol sur un tiers,,2023-08-17,2023,,,,,
75,Bagarre,,2023-08-17,2023,,,,,
22,Braquage,,2023-08-17,2023,,,,,
78,Cambriolage,,2023-08-17,2023,,,,,
38,Vandalisme,,2023-08-17,2023,,,,,
17,Agression Verbale,,2023-08-16,2023,,,,,
60,Agression Verbale,,2023-08-16,2023,,,,,
91,SDF,,2023-08-16,2023,,,,,
80,Tentative de vol,,2023-08-15,2023,,,,,
14,Agression sur un tiers,,2023-08-15,2023,,,,,
60,Agression Verbale,,2023-08-15,2023,,,,,
6,Clandestin,,2023-08-15,2023,,,,,
6,Agression Verbale,,2023-08-14,2023,,,,,
44,Agression Verbale,,2023-08-14,2023,,,,,
8,Agression Verbale,,2023-08-14,2023,,,,,
34,Vol sur un tiers,,2023-08-14,2023,,,,,
33,Agression Verbale,,2023-08-14,2023,,,,,
51,Agression Verbale,,2023-08-13,2023,,,,,
27,Vol,,2023-08-13,2023,,,,,
64,Agression Verbale,,2023-08-13,2023,,,,,
27,Agression Physique,,2023-08-12,2023,,,,,
60,Agression Verbale,,2023-08-12,2023,,,,,
33,Agression Verbale,,2023-08-12,2023,,,,,
33,Fraude Autres,,2023-08-12,2023,,,,,
58,Vol,,2023-08-12,2023,,,,,
91,SDF,,2023-08-12,2023,,,,,
1,Vol,,2023-08-12,2023,,,,,
94,Agression Verbale,,2023-08-11,2023,,,,,
52,Fraude GR,,2023-08-11,2023,,,,,
35,Vandalisme,,2023-08-11,2023,,,,,
2,Agression Verbale,,2023-08-11,2023,,,,,
59,Agression Verbale,,2023-08-11,2023,,,,,
13,Agression sur un tiers,,2023-08-11,2023,,,,,
91,SDF,,2023-08-11,2023,,,,,
6,Agression sur un tiers,,2023-08-10,2023,,,,,
94,Agression Verbale,,2023-08-10,2023,,,,,
93,Tentative agression physique,,2023-08-10,2023,,,,,
68,Agression Physique,,2023-08-10,2023,,,,,
45,Agression sur un tiers,,2023-08-10,2023,,,,,
10,Cambriolage,,2023-08-09,2023,,,,,
60,Evenement suspect,,2023-08-09,2023,,,,,
58,Fraude CB,,2023-08-08,2023,,,,,
13,Vol,,2023-08-08,2023,,,,,
76,Agression Verbale,,2023-08-07,2023,,,,,
51,Agression Verbale,,2023-08-07,2023,,,,,
91,Braquage,,2023-08-06,2023,,,,,
91,Braquage,,2023-08-06,2023,,,,,
22,Agression sur un tiers,,2023-08-06,2023,,,,,
95,Tentative de cambriolage,,2023-08-06,2023,,,,,
13,Fraude Autres,,2023-08-06,2023,,,,,
73,Vandalisme,,2023-08-05,2023,,,,,
75,Divers,,2023-08-05,2023,,,,,
91,SDF,,2023-08-05,2023,,,,,
78,Agression Verbale,,2023-08-04,2023,,,,,
75,Cambriolage,,2023-08-04,2023,,,,,
59,Tentative de vol,,2023-08-04,2023,,,,,
38,Appel anonyme,,2023-08-04,2023,,,,,
8,Agression Verbale,,2023-08-04,2023,,,,,
50,Agression Physique,,2023-08-04,2023,,,,,
91,Tentative de cambriolage,,2023-08-04,2023,,,,,
51,Agression Verbale,,2023-08-04,2023,,,,,
50,Agression Verbale,,2023-08-04,2023,,,,,
34,Agression Physique,,2023-08-03,2023,,,,,
35,Vandalisme,,2023-08-03,2023,,,,,
68,Bagarre,,2023-08-03,2023,,,,,
78,Agression Verbale,,2023-08-02,2023,,,,,
21,Agression Verbale,,2023-08-02,2023,,,,,
79,Agression Verbale,,2023-08-02,2023,,,,,
75,Tentative de cambriolage,,2023-08-01,2023,,,,,
59,Agression Verbale,,2023-08-01,2023,,,,,
75,Agression Verbale,,2023-08-01,2023,,,,,
11,Réquisition FO,,2023-08-01,2023,,,,,
83,Vol sur un tiers,,2023-08-01,2023,,,,,
44,Fraude Autres,,2023-07-31,2023,,,,,
26,Agression Verbale,,2023-07-31,2023,,,,,
57,Agression Verbale,,2023-07-30,2023,,,,,
94,Agression Verbale,,2023-07-30,2023,,,,,
94,Agression sur un tiers,,2023-07-30,2023,,,,,
6,Vol sur un tiers,,2023-07-30,2023,,,,,
79,Vol,,2023-07-30,2023,,,,,
51,Tentative vol sur un tiers,,2023-07-30,2023,,,,,
94,Divers,,2023-07-29,2023,,,,,
92,Vol,,2023-07-29,2023,,,,,
51,Vandalisme,,2023-07-29,2023,,,,,
50,Divers Médias,,2023-07-29,2023,,,,,
92,Divers Médias,,2023-07-28,2023,,,,,
13,Agression Verbale,,2023-07-28,2023,,,,,
36,Agression Verbale,,2023-07-28,2023,,,,,
77,Réquisition FO,,2023-07-27,2023,,,,,
78,Agression Verbale,,2023-07-26,2023,,,,,
75,Vol,,2023-07-26,2023,,,,,
79,Divers,,2023-07-26,2023,,,,,
44,Agression Verbale,,2023-07-25,2023,,,,,
78,Vol,,2023-07-25,2023,,,,,
51,Réquisition FO,,2023-07-25,2023,,,,,
89,Agression sur un tiers,,2023-07-25,2023,,,,,
60,Vol,,2023-07-24,2023,,,,,
35,Agression sur un tiers,,2023-07-23,2023,,,,,
35,SDF,,2023-07-23,2023,,,,,
57,Vol,,2023-07-23,2023,,,,,
94,Tentative de cambriolage,,2023-07-23,2023,,,,,
77,Tentative agression physique,,2023-07-23,2023,,,,,
38,Vol,,2023-07-23,2023,,,,,
25,Cambriolage,,2023-07-22,2023,,,,,
93,Vol sur un tiers,,2023-07-22,2023,,,,,
77,Divers,,2023-07-22,2023,,,,,
13,Vol,,2023-07-22,2023,,,,,
37,Vol,,2023-07-22,2023,,,,,
1,Vol,,2023-07-22,2023,,,,,
29,Bagarre,,2023-07-21,2023,,,,,
93,Réquisition FO,,2023-07-21,2023,,,,,
75,Agression Verbale,,2023-07-21,2023,,,,,
21,Agression Verbale,,2023-07-21,2023,,,,,
12,Vandalisme,,2023-07-21,2023,,,,,
67,Vandalisme,,2023-07-20,2023,,,,,
58,Agression sexuelle,,2023-07-20,2023,,,,,
37,Agression sur un tiers,,2023-07-20,2023,,,,,
42,Agression Verbale,,2023-07-20,2023,,,,,
24,Agression Verbale,,2023-07-19,2023,,,,,
38,Vol,,2023-07-19,2023,,,,,
77,Réquisition FO,,2023-07-19,2023,,,,,
78,Agression sur un tiers,,2023-07-19,2023,,,,,
93,Tentative agression physique,,2023-07-18,2023,,,,,
78,Vandalisme,,2023-07-18,2023,,,,,
83,Agression Verbale,,2023-07-18,2023,,,,,
31,Agression Physique,,2023-07-18,2023,,,,,
76,Agression Verbale,,2023-07-18,2023,,,,,
31,SDF,,2023-07-18,2023,,,,,
13,Agression sur un tiers,,2023-07-18,2023,,,,,
83,Agression Verbale,,2023-07-17,2023,,,,,
62,Clandestin,,2023-07-17,2023,,,,,
69,Vol,,2023-07-17,2023,,,,,
51,Divers,,2023-07-16,2023,,,,,
28,Agression Physique,,2023-07-16,2023,,,,,
77,Vol,,2023-07-16,2023,,,,,
21,Vol,,2023-07-15,2023,,,,,
77,Vol,,2023-07-15,2023,,,,,
51,Vol sur un tiers,,2023-07-15,2023,,,,,
77,Installation MENS,,2023-07-15,2023,,,,,
71,Tentative de vol,,2023-07-15,2023,,,,,
78,Fraude Autres,,2023-07-14,2023,,,,,
2,Agression prestataire,,2023-07-14,2023,,,,,
51,Agression Verbale,,2023-07-13,2023,,,,,
67,Vol sur un tiers,,2023-07-13,2023,,,,,
62,Agression Verbale,,2023-07-13,2023,,,,,
13,Agression Verbale,,2023-07-13,2023,,,,,
53,Divers,,2023-07-13,2023,,,,,
2,Vol,,2023-07-13,2023,,,,,
17,Vandalisme,,2023-07-12,2023,,,,,
31,SDF,,2023-07-12,2023,,,,,
92,Tentative agression physique,,2023-07-12,2023,,,,,
94,Bagarre,,2023-07-12,2023,,,,,
64,Vandalisme,,2023-07-12,2023,,,,,
62,Clandestin,,2023-07-11,2023,,,,,
13,Agression Physique,,2023-07-11,2023,,,,,
57,Agression Verbale,,2023-07-10,2023,,,,,
75,Agression Verbale,,2023-07-10,2023,,,,,
59,Cambriolage,,2023-07-10,2023,,,,,
93,Cambriolage,,2023-07-09,2023,,,,,
50,Grivèlerie,,2023-07-08,2023,,,,,
75,Agression Verbale,,2023-07-08,2023,,,,,
77,Tentative de fraude CB,,2023-07-07,2023,,,,,
72,Vandalisme,,2023-07-07,2023,,,,,
13,Vol sur un tiers,,2023-07-06,2023,,,,,
92,Agression Verbale,,2023-07-06,2023,,,,,
17,Agression Verbale,,2023-07-06,2023,,,,,
77,Vol sur un tiers,,2023-07-06,2023,,,,,
13,Clandestin,,2023-07-06,2023,,,,,
68,Vol sur un tiers,,2023-07-06,2023,,,,,
44,Vol,,2023-07-05,2023,,,,,
94,Agression Verbale,,2023-07-05,2023,,,,,
17,Fraude Autres,,2023-07-05,2023,,,,,
13,Vol,,2023-07-05,2023,,,,,
44,Vol,,2023-07-05,2023,,,,,
21,Vol,,2023-07-04,2023,,,,,
35,Cambriolage,,2023-07-04,2023,,,,,
76,Agression Verbale,,2023-07-04,2023,,,,,
93,Vol sur un tiers,,2023-07-04,2023,,,,,
60,Cambriolage,,2023-07-04,2023,,,,,
11,Agression sur un tiers,,2023-07-04,2023,,,,,
13,Agression Verbale,,2023-07-04,2023,,,,,
64,Tentative de vol,,2023-07-04,2023,,,,,
68,Agression Physique,,2023-07-04,2023,,,,,
60,Vol,,2023-07-04,2023,,,,,
31,Réquisition FO,,2023-07-03,2023,,,,,
13,Vol sur un tiers,,2023-07-03,2023,,,,,
33,Vol,,2023-07-03,2023,,,,,
77,Vol,,2023-07-03,2023,,,,,
76,Bagarre,,2023-07-02,2023,,,,,
93,Cambriolage,,2023-07-02,2023,,,,,
77,Divers,,2023-07-02,2023,,,,,
93,Vol,,2023-07-02,2023,,,,,
93,Divers,,2023-07-02,2023,,,,,
67,Agression Physique,,2023-07-02,2023,,,,,
83,Agression Verbale,,2023-07-02,2023,,,,,
30,Cambriolage,,2023-07-01,2023,,,,,
63,Vandalisme,,2023-07-01,2023,,,,,
54,Cambriolage,,2023-07-01,2023,,,,,
68,Vandalisme,,2023-07-01,2023,,,,,
92,Vandalisme,,2023-07-01,2023,,,,,
31,Vol,,2023-07-01,2023,,,,,
68,Divers,,2023-07-01,2023,,,,,
73,Cambriolage,,2023-07-01,2023,,,,,
34,Agression Verbale,,2023-07-01,2023,,,,,
53,Vandalisme,,2023-07-01,2023,,,,,
93,Tentative ag phys tiers,,2023-07-01,2023,,,,,
83,Agression sur un tiers,,2023-07-01,2023,,,,,
37,Cambriolage,,2023-06-30,2023,,,,,
77,Vandalisme,,2023-06-30,2023,,,,,
93,Vandalisme,,2023-06-30,2023,,,,,
51,Vandalisme,,2023-06-30,2023,,,,,
77,Divers,,2023-06-30,2023,,,,,
95,Divers,,2023-06-30,2023,,,,,
67,Divers,,2023-06-30,2023,,,,,
77,Divers,,2023-06-30,2023,,,,,
59,Divers,,2023-06-30,2023,,,,,
45,Divers,,2023-06-30,2023,,,,,
60,Réquisition FO,,2023-06-30,2023,,,,,
76,Vandalisme,,2023-06-30,2023,,,,,
78,Vandalisme,,2023-06-30,2023,,,,,
59,Vandalisme,,2023-06-30,2023,,,,,
93,Cambriolage,,2023-06-30,2023,,,,,
78,Divers,,2023-06-30,2023,,,,,
95,Agression Verbale,,2023-06-30,2023,,,,,
92,Vol,,2023-06-30,2023,,,,,
77,Rassemblements véhicules,,2023-06-30,2023,,,,,
13,Vandalisme,,2023-06-30,2023,,,,,
89,Vol sur un tiers,,2023-06-30,2023,,,,,
69,Divers,,2023-06-30,2023,,,,,
44,Vol,,2023-06-29,2023,,,,,
40,Cambriolage,,2023-06-29,2023,,,,,
92,Divers,,2023-06-29,2023,,,,,
93,Vandalisme,,2023-06-29,2023,,,,,
60,Tentative agression physique,,2023-06-29,2023,,,,,
78,Divers,,2023-06-29,2023,,,,,
77,Bagarre,,2023-06-29,2023,,,,,
59,Divers,,2023-06-29,2023,,,,,
93,Vol,,2023-06-29,2023,,,,,
92,Vol,,2023-06-29,2023,,,,,
44,Fraude CB,,2023-06-29,2023,,,,,
92,Divers,,2023-06-29,2023,,,,,
69,Agression Verbale,,2023-06-29,2023,,,,,
60,Agression Verbale,,2023-06-28,2023,,,,,
68,Agression Verbale,,2023-06-28,2023,,,,,
78,Vandalisme,,2023-06-28,2023,,,,,
94,Vandalisme,,2023-06-28,2023,,,,,
76,Vandalisme,,2023-06-28,2023,,,,,
94,Vandalisme,,2023-06-28,2023,,,,,
95,Vandalisme,,2023-06-28,2023,,,,,
92,Divers,,2023-06-28,2023,,,,,
91,SDF,,2023-06-28,2023,,,,,
13,Vol,,2023-06-28,2023,,,,,
35,Vandalisme,,2023-06-27,2023,,,,,
75,Vol,,2023-06-27,2023,,,,,
92,Rassemblements individus,,2023-06-27,2023,,,,,
92,Divers,,2023-06-27,2023,,,,,
92,Bagarre,,2023-06-27,2023,,,,,
35,Vandalisme,,2023-06-26,2023,,,,,
68,Tentative de fraude autres,,2023-06-26,2023,,,,,
68,Agression Verbale,,2023-06-25,2023,,,,,
69,Réquisition FO,,2023-06-25,2023,,,,,
62,Vandalisme,,2023-06-25,2023,,,,,
77,Rassemblements véhicules,,2023-06-25,2023,,,,,
76,Fraude Autres,,2023-06-25,2023,,,,,
73,Agression Verbale,,2023-06-24,2023,,,,,
73,Agression Physique,,2023-06-24,2023,,,,,
91,SDF,,2023-06-24,2023,,,,,
21,Vol,,2023-06-24,2023,,,,,
13,Vol,,2023-06-24,2023,,,,,
33,Agression Verbale,,2023-06-23,2023,,,,,
13,Vol,,2023-06-23,2023,,,,,
33,Agression Verbale,,2023-06-23,2023,,,,,
13,Vol,,2023-06-23,2023,,,,,
91,Agression sur un tiers,,2023-06-23,2023,,,,,
77,Rassemblements véhicules,,2023-06-23,2023,,,,,
13,Vol,,2023-06-23,2023,,,,,
2,Vol,,2023-06-23,2023,,,,,
59,Agression Verbale,,2023-06-22,2023,,,,,
34,Agression Physique,,2023-06-22,2023,,,,,
33,Bagarre,,2023-06-22,2023,,,,,
33,Rassemblements individus,,2023-06-22,2023,,,,,
44,Divers,,2023-06-22,2023,,,,,
28,Agression Verbale,,2023-06-22,2023,,,,,
89,Fraude faux billets,,2023-06-22,2023,,,,,
28,Fraude CB,,2023-06-21,2023,,,,,
91,Agression Verbale,,2023-06-21,2023,,,,,
75,Fraude GR,,2023-06-21,2023,,,,,
78,Vol,,2023-06-21,2023,,,,,
93,Vol,,2023-06-21,2023,,,,,
75,Vol sur un tiers,,2023-06-20,2023,,,,,
34,Agression Verbale,,2023-06-20,2023,,,,,
76,Agression Verbale,,2023-06-20,2023,,,,,
94,Tentative vol sur un tiers,,2023-06-20,2023,,,,,
31,Fraude CB,,2023-06-20,2023,,,,,
13,Vol,,2023-06-20,2023,,,,,
53,Vandalisme,,2023-06-20,2023,,,,,
13,Bagarre,,2023-06-20,2023,,,,,
13,Vol,,2023-06-20,2023,,,,,
69,Agression Physique,,2023-06-19,2023,,,,,
64,Cambriolage,,2023-06-19,2023,,,,,
76,Divers,,2023-06-19,2023,,,,,
71,Agression Verbale,,2023-06-19,2023,,,,,
89,Vol,,2023-06-19,2023,,,,,
68,Vol,,2023-06-19,2023,,,,,
68,Vol,,2023-06-19,2023,,,,,
94,Bagarre,,2023-06-18,2023,,,,,
73,Vandalisme,,2023-06-17,2023,,,,,
6,Tentative agression physique,,2023-06-17,2023,,,,,
59,Tentative de fraude CB,,2023-06-17,2023,,,,,
78,Vol,,2023-06-17,2023,,,,,
91,Rassemblements véhicules,,2023-06-17,2023,,,,,
13,Divers,,2023-06-17,2023,,,,,
26,Fraude Autres,,2023-06-17,2023,,,,,
25,Tentative de cambriolage,,2023-06-16,2023,,,,,
68,Agression Verbale,,2023-06-16,2023,,,,,
89,Vol,,2023-06-16,2023,,,,,
93,Tentative de fraude CB,,2023-06-16,2023,,,,,
55,Tentative de fraude CB,,2023-06-16,2023,,,,,
33,Tentative vol sur un tiers,,2023-06-16,2023,,,,,
68,Vol sur un tiers,,2023-06-16,2023,,,,,
68,Agression sur un tiers,,2023-06-16,2023,,,,,
26,Fraude Autres,,2023-06-16,2023,,,,,
13,Agression Verbale,,2023-06-15,2023,,,,,
30,Agression prestataire,,2023-06-15,2023,,,,,
13,Agression Verbale,,2023-06-15,2023,,,,,
33,Vol,,2023-06-15,2023,,,,,
76,Vol,,2023-06-15,2023,,,,,
95,Bagarre,,2023-06-15,2023,,,,,
66,Vol sur un tiers,,2023-06-14,2023,,,,,
87,Manifestation,,2023-06-14,2023,,,,,
68,Agression Verbale,,2023-06-14,2023,,,,,
58,Fraude CB,,2023-06-14,2023,,,,,
54,Evenement suspect,,2023-06-14,2023,,,,,
44,Bagarre,,2023-06-14,2023,,,,,
33,Agression Verbale,,2023-06-13,2023,,,,,
92,Vol,,2023-06-13,2023,,,,,
71,Fraude CB,,2023-06-13,2023,,,,,
13,Vandalisme,,2023-06-13,2023,,,,,
27,Vandalisme,,2023-06-13,2023,,,,,
92,Agression Verbale,,2023-06-12,2023,,,,,
59,Divers,,2023-06-12,2023,,,,,
13,Vol sur un tiers,,2023-06-12,2023,,,,,
35,Réquisition FO,,2023-06-12,2023,,,,,
91,Tentative agression physique,,2023-06-12,2023,,,,,
11,Agression Physique,,2023-06-12,2023,,,,,
44,Agression sur un tiers,,2023-06-11,2023,,,,,
44,Grivèlerie Agression Physique,,2023-06-11,2023,,,,,
58,Tentative de vol,,2023-06-11,2023,,,,,
68,Vol,,2023-06-11,2023,,,,,
24,Tentative de braquage,,2023-06-10,2023,,,,,
34,Bagarre,,2023-06-10,2023,,,,,
68,Vol sur un tiers,,2023-06-10,2023,,,,,
37,Agression sur un tiers,,2023-06-10,2023,,,,,
26,Fraude Autres,,2023-06-09,2023,,,,,
13,Agression sur un tiers,,2023-06-09,2023,,,,,
68,Agression Verbale,,2023-06-08,2023,,,,,
30,Vol sur un tiers,,2023-06-08,2023,,,,,
93,Agression Verbale,,2023-06-08,2023,,,,,
13,Agression Verbale,,2023-06-08,2023,,,,,
44,Prostitution,,2023-06-07,2023,,,,,
74,Agression Verbale,,2023-06-07,2023,,,,,
94,Agression Physique,,2023-06-07,2023,,,,,
59,Fraude CB,,2023-06-07,2023,,,,,
62,Braquage,,2023-06-06,2023,,,,,
37,Agression Verbale,,2023-06-06,2023,,,,,
23,Fraude CB,,2023-06-06,2023,,,,,
59,Fraude CB,,2023-06-06,2023,,,,,
31,Vandalisme,,2023-06-05,2023,,,,,
33,Tentative de fraude CB,,2023-06-05,2023,,,,,
62,Agression Verbale,,2023-06-04,2023,,,,,
92,Agression Physique,,2023-06-04,2023,,,,,
51,Vandalisme,,2023-06-04,2023,,,,,
50,Grivèlerie,,2023-06-03,2023,,,,,
77,Vol,,2023-06-03,2023,,,,,
21,Cambriolage,,2023-06-02,2023,,,,,
95,Vandalisme,,2023-06-02,2023,,,,,
76,Rassemblements individus,,2023-06-02,2023,,,,,
67,Divers,,2023-06-01,2023,,,,,
62,Vol,,2023-05-31,2023,,,,,
26,Agression Verbale,,2023-05-31,2023,,,,,
13,Vandalisme,,2023-05-31,2023,,,,,
74,Vandalisme,,2023-05-31,2023,,,,,
95,Agression Verbale,,2023-05-30,2023,,,,,
59,Agression Verbale,,2023-05-30,2023,,,,,
34,SDF,,2023-05-30,2023,,,,,
75,Vandalisme,,2023-05-30,2023,,,,,
75,Vandalisme,,2023-05-30,2023,,,,,
91,Tentative de braquage,,2023-05-30,2023,,,,,
76,Vol,,2023-05-30,2023,,,,,
91,Agression Verbale,,2023-05-29,2023,,,,,
69,Agression Physique,,2023-05-29,2023,,,,,
91,Vol,,2023-05-28,2023,,,,,
94,Vol,,2023-05-28,2023,,,,,
14,Agression Verbale,,2023-05-27,2023,,,,,
13,SDF,,2023-05-27,2023,,,,,
13,Agression Verbale,,2023-05-27,2023,,,,,
95,Agression Verbale,,2023-05-27,2023,,,,,
44,Vol,,2023-05-27,2023,,,,,
61,Bagarre,,2023-05-27,2023,,,,,
14,Agression Verbale,,2023-05-26,2023,,,,,
88,Divers,,2023-05-26,2023,,,,,
14,Agression Verbale,,2023-05-26,2023,,,,,
8,Agression Verbale,,2023-05-26,2023,,,,,
1,Manifestation,,2023-05-26,2023,,,,,
72,Vol,,2023-05-26,2023,,,,,
21,Agression sexuelle,,2023-05-26,2023,,,,,
89,Agression Verbale,,2023-05-26,2023,,,,,
17,Vandalisme,,2023-05-25,2023,,,,,
45,Réquisition FO,,2023-05-25,2023,,,,,
1,Agression Verbale,,2023-05-25,2023,,,,,
13,Fraude Autres,,2023-05-25,2023,,,,,
77,Vandalisme,,2023-05-25,2023,,,,,
44,Agression Physique,,2023-05-24,2023,,,,,
45,Incendie criminel,,2023-05-24,2023,,,,,
27,Agression Verbale,,2023-05-23,2023,,,,,
59,Agression Verbale,,2023-05-23,2023,,,,,
78,Vol,,2023-05-22,2023,,,,,
89,Tentative de fraude autres,,2023-05-22,2023,,,,,
77,Vol,,2023-05-21,2023,,,,,
51,Vol sur un tiers,,2023-05-21,2023,,,,,
89,Agression Verbale,,2023-05-21,2023,,,,,
13,Braquage,,2023-05-20,2023,,,,,
75,Agression Verbale,,2023-05-20,2023,,,,,
8,Agression Verbale,,2023-05-20,2023,,,,,
8,Agression Verbale,,2023-05-20,2023,,,,,
31,Vandalisme,,2023-05-20,2023,,,,,
13,Réquisition FO,,2023-05-19,2023,,,,,
91,Vol,,2023-05-19,2023,,,,,
13,Vol,,2023-05-19,2023,,,,,
77,Divers,,2023-05-19,2023,,,,,
44,Agression sur un tiers,,2023-05-18,2023,,,,,
44,Agression Physique,,2023-05-18,2023,,,,,
77,Agression Physique,,2023-05-18,2023,,,,,
78,Agression Verbale,,2023-05-17,2023,,,,,
13,Vol,,2023-05-17,2023,,,,,
11,Réquisition FO,,2023-05-17,2023,,,,,
13,SDF,,2023-05-16,2023,,,,,
2,Réquisition FO,,2023-05-16,2023,,,,,
13,Vol,,2023-05-16,2023,,,,,
18,Braquage,,2023-05-14,2023,,,,,
93,Agression Verbale,,2023-05-13,2023,,,,,
